INSTID,UKPRN,"Region 
of provider",HE provider ,"Unit of 
assessment number",Unit of assessment name,"Multiple 
submission letter","Scaled FTE 
of eligible staff",
0202,10004048,LOND,London Metropolitan University,11,Computer Science and Informatics,Z,48,
0202,10004048,LOND,London Metropolitan University,13,"Electrical and Electronic Engineering, Metallurgy and Materials",Z,3,
0202,10004048,LOND,London Metropolitan University,16,"Architecture, Built Environment and Planning",Z,25,
0202,10004048,LOND,London Metropolitan University,18,Economics and Econometrics,Z,9,
0202,10004048,LOND,London Metropolitan University,19,Business and Management Studies,Z,123,
0202,10004048,LOND,London Metropolitan University,20,Law,Z,37,
0202,10004048,LOND,London Metropolitan University,21,Politics and International Studies,Z,19,
0202,10004048,LOND,London Metropolitan University,22,Social Work and Social Policy,Z,39,
0202,10004048,LOND,London Metropolitan University,23,Sociology,Z,5,
0202,10004048,LOND,London Metropolitan University,25,Education,Z,32,
0202,10004048,LOND,London Metropolitan University,26,"Sport and Exercise Sciences, Leisure and Tourism",Z,8,
0202,10004048,LOND,London Metropolitan University,27,Area Studies,Z,37,
0202,10004048,LOND,London Metropolitan University,28,Modern Languages and Linguistics,Z,5,
0202,10004048,LOND,London Metropolitan University,32,Philosophy,Z,1,
0202,10004048,LOND,London Metropolitan University,34,"Art and Design: History, Practice and Theory",Z,43,
0202,10004048,LOND,London Metropolitan University,35,"Music, Drama, Dance and Performing Arts",Z,3,
0202,10004048,LOND,London Metropolitan University,36,"Communication, Cultural and Media Studies, Library and Information Management",Z,32,
0076,10004078,LOND,London South Bank University,02,"Public Health, Health Services and Primary Care",Z,18,
0076,10004078,LOND,London South Bank University,03,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Z,28,
