"JointSubmissionId","Institution","UnitOfAssessment","MultipleSubmission","StaffIdentifier","OutputNumber","Year","OutputType","LongTitle","ShortTitle","Pagination","Publisher","Editors","ISBN","PublicationDate","EndDate","URL","DOI","OtherDetails","EnglishAbstract","ResearchGroup","IsInterdisciplinary","NumberofAdditionalAuthors","CoAuthor1","CoAuthor1External","CoAuthor2","CoAuthor2External","CoAuthor3","CoAuthor3External"
,"0155",34,,748256,1,,"D","Use of credit and arrears on debt among low-income families in the United Kingdom","25(1)","1-26","Fiscal Studies",,"1475-5890",2004-Mar-01,,,"10.1111/j.1475-5890.2004.tb00094.x",,,,False,0,"Disney, R.",False,,,,
,"0155",34,,748256,2,,"H","Debt and depression. <b>CFCM Working Paper</b> 06-02",,,"University of Nottingham, School of Economics, Centre for Finance & Credit Markets",,,2006-Feb-01,,"http://www.cfcm.org.uk/",,"This paper is under revision for publication in Journal of Health Economics.",,,False,0,"Disney, R.",False,,,,
,"0155",34,,748264,1,,"D","Consumption, habit formation, and precautionary saving: evidence from the British Household Panel Survey","54(1)","1-19","Oxford Economic Papers",,"1464-3812",2002-Jan-01,,,"10.1093/oep/54.1.1",,,,False,0,"Rossi, M.",True,,,,
,"0155",34,,748264,2,,"D","Private medical insurance and saving: evidence from the British Household Panel Survey","23(4)","761-783","Journal of Health Economics",,"0167-6296",2004-Jul-01,,,"10.1016/j.jhealeco.2003.11.002",,,,False,0,"Rossi, M.",True,,,,
,"0155",34,,748264,4,,"D","Liquidity constraints and firms' investment return behaviour","69(276)","563-581","Economica",,"1468-0335",2002-Nov-01,,,"10.1111/1468-0335.00301",,,,False,0,"Basu, P.",True,,,,
,"0155",34,,748257,1,,"D","Tariffs, licensing and market structure","50(7)","1699-1707","European Economic Review",,"0014-2921",2006-Oct-01,,,"10.1016/j.euroecorev.2005.08.005",,,,False,0,"Pennings, E.",True,,,,
,"0155",34,,748293,2,,"H","The elasticity of trust:evidence from Kuwait, Oman, Switzerland, the United Arab Emirates and the United States. <b>CeDEx Discussion Paper 05-15</b>",,,"Nottingham: University of Nottingham School of Economics",,"0000000000",2005-Sep-01,,"http://www.nottingham.ac.uk/economics/cedex/papers/2005-15.pdf",,"Forthcoming, Quarterly Journal of Economics.
",,,False,0,"Bohnet, I.",True,"Zeckhauser, R.",True,,
,"0155",34,,748296,1,,"D","Limit theory for moderate deviations from a unit root","136(1)","115-130","Journal of Econometrics",,"0304-4076",2007-Jan-01,,,"10.1016/j.jeconom.2005.08.002",,,,False,0,"Phillips, P.C.B.",True,,,,
,"0155",34,,748296,2,,"D","The characteristic function from a family of truncated normal distributions","18(5)","1276-1287","Econometric Theory",,"1469-4360",2002-Oct-01,,,,,,,False,0,"Abadir, K.",True,,,,
,"0155",34,,748296,3,,"H","Limit theory for explosively cointegrated systems. <b>Cowles Foundation Discussion Paper No.1614</b> ",,,"New Haven: Cowles Foundation for Research in Economics",,"0000000000",2007-Jun-01,,"http://cowles.econ.yale.edu/P/cd/d16a/d1614.pdf",,"Paper is forthcoming in Econometric Theory.",,,False,0,"Phillips, P.C.B.",True,,,,
,"0155",34,,748296,4,,"D","On the inconsistency of the unrestricted estimator of the information matrix near a unit root.","10(2)","245-262","Econometrics Journal",,"1368-423X",2007-Jul-01,,,"10.1111/j.1368-423X.2007.00207.x",,,,False,0,,,,,,
,"0155",34,,748290,1,,"D","Earmarked taxation and political competition","90(4-5)","679-701","Journal of Public Economics",,"0047-2727",2006-May-01,,,"10.1016/j.jpubeco.2005.03.005",,,,False,0,,,,,,
,"0155",34,,748291,1,,"D","Reduction in the long-term unemployment of the elderly: a success story from Finland","5(1)","154-182","Journal of the European Economic Association",,"1542-4774",2007-Mar-01,,,"10.1162/JEEA.2007.5.1.154",,,,False,0,"Kyyr?, T.",True,,,,
,"0155",34,,748288,1,,"D","Geography of the family","92(4)","981-998","American Economic Review",,"0002-8282",2002-Sep-01,,,"10.1257/00028280260344551",,,,False,0,"Konrad, K.A.",True,"K?nemund, H.",True,"Lommerud, K.A.",True
,"0155",34,,748288,2,,"H","The wage gap and the leisure gap for double-earner couples. <b>Journal of Population Economics</b>",,,"Springer",,"1432-1475",2007-Jan-01,,"http://dx.doi.org/10.1007/s00148-006-0132-5","10.1007/s00148-006-0132-5",,,,False,0,"Beblo, M.",True,,,,
,"0155",34,,748288,3,,"D","No spurious welfare gains from taxation: a further argument for the equivalent variation","96(3)","325-330","Economics Letters",,"0165-1765",2007-Sep-01,,,"10.1016/j.econlet.2007.02.002",,,,False,0,"Wagener, A.",True,,,,
,"0155",34,,748288,4,,"H","Strategic patents and asymmetric litigation costs as entry deterrence instruments. <b>Economics Bulletin</b> 15(2) [online]",,,"Economics Bulletin",,"1545-2921",2005-Jan-01,,"http://economicsbulletin.vanderbilt.edu/2005/volume15/EB-04O30005A.pdf",,,,,False,0,,,,,,
,"0155",34,,748357,1,,"D","The effects of a right to silence","72(2)","593-614","Review of Economic Studies",,"1467-937X",2005-Apr-01,,,"10.1111/j.1467-937X.2005.00344.x",,,,False,0,,,,,,
,"0155",34,,748357,2,,"D","Secrecy, two-sided bias and the value of evidence","59(2)","296-315","Games and Economic Behavior",,"1090-2473",2007-May-01,,,,,,,False,0,"Giovannoni F.",True,,,,
,"0155",34,,748357,3,,"D","Endogenous contract structure and monetary policy","50(4)","1043-1060","European Economic Review  ",,"0014-2921",2006-May-01,,,"10.1016/j.euroecorev.2005.01.008",,,,False,0,"Bar-Ilan, A.",True,,,,
,"0155",34,,748357,4,,"D","The formateurs' role in government formation","31(3)","427-445","Economic Theory",,"1432-0479",2007-Jun-01,,,"10.1007/s00199-006-0102-x",,,,False,0,"Pavlov E.",True,"Winter, E.",True,,
,"0155",34,,748259,1,,"D","Modified tests for a change in persistence","134(2)","441-469","Journal of Econometrics",,"0304-4076",2006-Oct-01,,,"10.1016/j.jeconom.2005.07.002",,,,False,0,"Leybourne, S.",False,"Taylor, A.M.R.",False,,
,"0155",34,,748259,2,,"D","On testing for unit roots and the initial observation","8(1)","97-111","Econometrics Journal",,"1368-423X",2005-Mar-01,,,"10.1111/j.1368-423X.2005.00154.x",,,,False,0,"Leybourne, S.J.",False,,,,
,"0155",34,,748259,3,,"D","Analysis of a panel of UK macroeconomic forecasts","4(1)","S37-S55","Econometrics Journal",,"1368-423X",2001-Jun-01,,,"10.1111/1368-423X.00052",,,,False,0,"Leybourne, S.J.",False,"Newbold, P.",False,,
,"0155",34,,748259,4,,"D","A simple, robust and powerful test of the trend hypothesis","141(2)","1302-1330","Journal of Econometrics",,"0304-4076",2007-Dec-01,,"http://dx.doi.org/10.1016/j.jeconom.2007.02.005","10.1016/j.jeconom.2007.02.005",,,,False,0,"Leybourne, S.J.",False,"Taylor, A.M.R.",False,,
,"0155",34,,748260,1,,"D","The impact of agricultural extension on farm production in resettlement areas of Zimbabwe","51(2)","337-357","Economic Development and Cultural Change",,"0013-0079",2003-Jan-01,,,"10.1086/346113",,,,False,0,"Hoddinott, J.",True,"Kinsey, B.",True,,
,"0155",34,,748260,2,,"D","External support during the transition phase: roles for humanitarian aid and development assistance from a village perspective","32(10)","1711-1733","World Development",,"0305-750X",2004-Oct-01,,,"10.1016/j.worlddev.2004.06.008",,,,False,0,,,,,,
,"0155",34,,748260,3,,"D","The governance of non-governmental organizations in Uganda","33(4)","657-679","World Development",,"0305-750X",2005-Apr-01,,,"10.1016/j.worlddev.2004.09.010",,,,False,0,"Barr, A.",True,"Fafchamps, M.",True,,
,"0155",34,,748289,1,,"D","Financing constraints and firm inventory investment: a reexamination","90(2)","266-271","Economics Letters",,"0165-1765",2006-Feb-01,,,"10.1016/j.econlet.2005.08.012",,,,False,0,,,,,,
,"0155",34,,748285,1,,"D","Variance ratio tests of the seasonal unit root hypothesis","124(1)","33-54","Journal of Econometrics",,"0304-4076",2005-Jan-01,,,"10.1016/j.jeconom.2003.12.012",,,,False,0,,,,,,
,"0155",34,,748285,2,,"D","Tests of stationarity against a change in persistence","123(1)","33-66","Journal of Econometrics",,"0304-4076",2004-Nov-01,,,"10.1016/j.jeconom.2003.10.028",,,,False,0,"Busetti, F.",True,,,,
,"0155",34,,748285,3,,"D","Stationarity tests for irregularly spaced observations and the effects of sampling frequency on power","21(4)","757-794","Econometric Theory",,"1469-4360",2005-Aug-01,,,"10.1017/S0266466605050401",,,,False,0,"Busetti, F.",True,,,,
,"0155",34,,748285,4,,"D","Regression-based unit root tests with recursive mean adjustment for seasonal and nonseasonal time series","20(2)","269-281","Journal of Business and Economic Statistics",,"1537-2707",2002-Apr-01,,,"10.1198/073500102317352001",,,,False,0,,,,,,
,"0155",34,,748299,2,,"D","Two-speed evolution of strategies and preferences In symmetric games","57(3)","227-263","Theory and Decision",,"1573-7187",2004-Nov-01,,,"10.1007/s11238-005-0282-z",,,,False,0,,,,,,
,"0155",34,,748299,3,,"D","Evolutionary equilibrium in Tullock contests: spite and overdissipation","20(4)","1045-1057","European Journal of Political Economy",,"0176-2680",2004-Nov-01,,,"10.1016/j.ejpoleco.2003.09.002",,,,False,0,"Hehenkamp, B.",True,"Leininger, W.",True,,
,"0155",34,,748299,4,,"D","Equilibrium selection in a merger game","72(2)","255-261","Economics Letters",,"0165-1765",2001-Aug-01,,,"10.1016/S0165-1765(01)00422-0",,,,False,0,,,,,,
,"0155",34,,748247,1,,"D","Do anomalies disappear in repeated markets?","113(486)","C153-C166","Economic Journal",,"1468-0297",2003-Mar-01,,,"10.1111/1468-0297.00108",,,,False,0,"Loomes, G.",True,"Sugden, R.",True,,
,"0155",34,,748247,2,,"D","Testing competing models of loss aversion: an adversarial collaboration","89(8)","1561-1580","Journal of Public Economics",,"0047-2727",2005-Aug-01,,,"10.1016/j.jpubeco.2004.06.013",,,,False,1,"Kahneman, D.",True,"Bateman, I.",True,"Munro, A.",True
,"0155",34,,748247,3,,"D","Normative notions in descriptive dialogues","12(2)","277-290","Journal of Economic Methodology",,"1469-9427",2005-Jun-01,,,"10.1080/13501780500086206",,,,False,0,,,,,,
,"0155",34,,748247,4,,"D","Discovered preferences and the experimental evidence of violations of expected utility theory","8(3)","385-414","Journal of Economic Methodology",,"1350-178X",2001-Nov-01,,,"10.1080/13501780110103748","Selected for reprint in the Edward Elgar collection ""Recent Developments in Economic Methodology: Volume II"", edited by JB Davis, 2006",,,False,0,"Cubitt, R.P.",False,"Sugden, R.",True,,
,"0155",34,,748252,1,,"D","A dynamic model of money, credit, and consumption: a joint model for the UK household sector","37(1)","119-143","Journal of Money, Credit and Banking",,"0022-2879",2005-Feb-01,,,"10.1353/mcb.2005.0002",,,,False,0,"Chrystal, K.A.",True,,,,
,"0155",34,,748252,2,,"D","A re-interpretation of the linear quadratic model when inventories and sales are polynomially cointegrated","21(8)","1249-1264","Journal of Applied  Econometrics",,"1099-1255",2006-Dec-01,,,"10.1002/jae.892",,,,False,0,"Banerjee, A.",True,,,,
,"0155",34,,748252,3,,"D","Seigniorage revenue, deficits and self-fulfilling currency crises","65(1)","81-93","Journal of Development Economics",,"0304-3878",2001-Jun-01,,,"10.1016/S0304-3878(01)00128-6",,,,False,0,"Fielding, D.",True,,,,
,"0155",34,,748252,4,,"D","The empirical relationship between UK net corporate borrowing and stockbuilding","55(2)","287-313","Oxford Economic Papers",,"1464-3812",2003-Apr-01,,,"10.1093/oep/55.2.287",,,,False,0,,,,,,
,"0155",34,,748258,1,,"D","Sellers' hedging incentives at EPA's emission trading auction","41(3)","286-294","Journal of Environmental Economics and Management",,"0095-0696",2001-May-01,,,"10.1006/jeem.2000.1143",,,,False,0,"Haan, M.",True,,,,
,"0155",34,,748258,2,,"D","Direct regulation of a mobile polluting firm","45(2)","265-277","Journal of Environmental Economics and Management",,"0095-0696",2003-Mar-01,,,"10.1016/S0095-0696(02)00050-5",,,,False,0,,,,,,
,"0155",34,,748258,3,,"D","Location choice by households and polluting firms: an evolutionary approach","50(2)","425-446","European Economic Review",,"0014-2921",2006-Feb-01,,,"10.1016/j.euroecorev.2004.09.006",,,,False,0,"de Vries, F.P.",True,,,,
,"0155",34,,748258,4,,"D","Samaritan versus rotten kid: another look","64(1)","91-110","Journal of Economic Behavior & Organization",,"0167-2681",2007-Sep-01,,,"10.1016/j.jebo.2006.06.006",,,,False,0,,,,,,
,"0155",34,,748249,4,,"D","'The rich are just like us, only richer': poverty functions or consumption functions?","10(4)","433-469","Journal of African Economies",,"0963-8024",2001-Dec-01,,,"10.1093/jae/10.4.433",,,,False,0,,,,,,
,"0155",34,,748245,1,,"D","Central wage setting under multiple technological equilibria: a mechanism for equilibrium elimination","104(2)","301-320","Scandinavian Journal of Economics",,"1467-9442",2002-Jun-01,,,"10.1111/1467-9442.00288",,,,False,0,,,,,,
,"0155",34,,748245,2,,"D","Can pay-as-you-go pensions raise the capital stock?","71(Supplement)","1-20","The Manchester School",,"1467-9957",2003-Sep-01,,,"10.1111/1467-9957.71.s.1",,,,False,0,,,,,,
,"0155",34,,748245,3,,"D","Funded pensions, labor market participation, and economic growth","59(3)","371-386","FinanzArchiv",,"0015-2218",2003-Aug-01,,,"10.1628/0015221032973636",,,,False,0,"Fisher, E.O.N.",True,,,,
,"0155",34,,748245,4,,"D","Banking competition and capital accumulation: the importance of how profits are returned","05(01)","1-15","Discussion Papers in Economics",,"1360-2438",2005-Mar-01,,"http://www.nottingham.ac.uk/economics/research/dp/school_dp/DP.05.01.pdf",,,,,False,0,,,,,,
,"0155",34,,748244,1,,"D","Stochastic cointegration: estimation and inference","111(2)","363-384","Journal of Econometrics",,"0304-4076",2002-Dec-01,,,"10.1016/S0304-4076(02)00111-2",,,,False,0,"Harris, D.",True,"McCabe, B.",True,,
,"0155",34,,748244,2,,"D","Some limit theory for autocovariances whose order depends on sample size","19(5)","829-864","Econometric Theory",,"1469-4360",2003-Oct-01,,,"10.1017/S0266466603195060",,,,False,0,"Harris, D.",True,"McCabe, B.",True,,
,"0155",34,,748244,3,,"D","A residual-based test for stochastic cointegration","22 (3)","429-456","Econometric Theory",,"1469-4360",2006-Jun-01,,,"10.1017/S026646660606021X",,,,False,0,"Harris, D.",True,"McCabe, B.",True,,
,"0155",34,,748244,4,,"D","Panel stationarity tests for purchasing power parity with cross-sectional dependence","23(4)","395-409","Journal of Business and Economic Statistics",,"1537-2707",2005-Oct-01,,,"10.1198/073500105000000090",,,,False,0,"Harris, D.",True,"McCabe, B.",True,,
,"0155",34,,748249,1,,"D","Why do girls in rural China have lower school enrollment?","34(9)","1639-1653","World Development",,"0305-750X",2006-Sep-01,,"http://www.elsevier.com/locate/worlddev","10.1016/j.worlddev.2005.12.009",,,,False,0,"Knight, J.",True,"Song, L.",False,,
,"0155",34,,748249,2,,"D","Has China crossed the river? The evolution of wage structure in urban China during reform and retrenchment","33(4)","644-663","Journal of Comparative Economics",,"0147-5967",2005-Dec-01,,,"10.1016/j.jce.2005.08.005",,,,False,0,"Song, L.",False,"Xia, Q.",True,,
,"0155",34,,748249,3,,"D","Reducing child malnutrition: how far does income growth take us?","17(1)","107-131","World Bank Economic Review",,"1564-698X",2003-Jan-01,,,"10.1093/wber/lhg012",,,,False,1,"Alderman, H.",True,"Haddad, L.",True,"Song, L.",False
,"0155",34,,748350,1,,"D","Foreign direct investment, competition and industrial development in the host country","49(7)","1761-1784","European Economic Review",,"0014-2921",2005-Oct-01,,,"10.1016/j.euroecorev.2004.05.005",,,,False,0,"Barrios, S.",True,"Strobl, E.",True,,
,"0155",34,,748350,2,,"D","International outsourcing and the skill structure of labour demand in the United Kingdom","115(506)","860-878","Economic Journal",,"1468-0297",2005-Oct-01,,,"10.1111/j.1468-0297.2005.01022.x",,,,False,0,"Hijzen, A.",False,"Hine, R.C.",False,,
,"0155",34,,748350,3,,"D","Multinational companies and indigenous development: an empirical analysis","46(7)","1305-1322","European Economic Review",,"0014-2921",2002-Jul-01,,,"10.1016/S0014-2921(01)00146-5",,,,False,0,"Strobl, E.",True,,,,
,"0155",34,,748350,4,,"D","Evaluating the foreign ownership wage premium using a difference-in-differences matching approach","72(1)","97-112","Journal of International Economics",,"0022-1996",2007-May-01,,,"10.1016/j.jinteco.2006.07.006",,,,False,0,"Girma, S.",False,,,,
,"0155",34,,748254,1,,"D","Implementation by iterative dominance and backward induction: an experimental comparison","104(1)","89-103","Journal of Economic Theory",,"0022-0531",2002-May-01,,,"10.1006/jeth.2001.2832",,,,False,0,"Katok, E.",True,"Yavas, A.",True,,
,"0155",34,,748254,2,,"D","The sequential prisoner's dilemma: evidence on reciprocation","111(468)","51-68","Economic Journal",,"1468-0297",2001-Jan-01,,,"10.1111/1468-0297.00588",,,,False,0,"Clark, K.",True,,,,
,"0155",34,,748254,3,,"D","Risk, pre-play communication and equilibrium","46(1)","23-40","Games and Economic Behavior",,"1090-2473",2004-Jan-01,,,"10.1016/S0899-8256(03)00115-5",,,,False,0,"Burton, A.",True,,,,
,"0155",34,,748254,4,,"D","After you?endogenous sequencing in voluntary contribution games","89(8)","1399-1419","Journal of Public Economics",,"0047-2727",2005-Aug-01,,,"10.1016/j.jpubeco.2004.02.008",,,,False,0,"Potters, J.",True,"Vesterlund, L.",True,,
,"0155",34,,748253,1,,"D","The internationalisation of public welfare policy","115(502)","C62-C81","Economic Journal",,"1468-0297",2005-Mar-01,,,"10.1111/j.0013-0133.2005.00980.x",,,,False,0,"Banks, J.",True,"Disney, R.",False,"Van Reenen, J.",True
,"0155",34,,748253,2,,"D","Did working families' tax credit work? The impact of in-work support on labour supply in Great Britain","13(6)","699-720","Labour Economics",,"0927-5371",2006-Dec-01,,,"10.1016/j.labeco.2005.11.002",,,,False,0,"Brewer, M.",True,"Shephard, A.",True,"Su?rez, M.J.",True
,"0155",34,,748253,3,,"D","Simulating the behavioural effects of welfare reforms among sole parents in Australia","78(242)","264-276","Economic Record",,"1475-4932",2002-Sep-01,,,"10.1111/1475-4932.00056",,,,False,0,"Harris, M.N.",True,,,,
,"0155",34,,748253,4,2002,"A","Microsimulation modelling of taxation and the labour market: the Melbourne Institute tax and transfer simulator",,"257","Edward Elgar",,"1843760630",,,,,,,,False,0,"Creedy, J.",True,"Harris, M.",True,"Scutella, R.",True
,"0155",34,,748355,1,,"D","A comparison of two methods for eliciting contingent valuations of colorectal cancer screening","22(4)","555-574","Journal of Health Economics",,"0167-6296",2003-Jul-01,,,"10.1016/S0167-6296(03)00006-7",,,,False,0,"Frew, E.",False,"Wolstenholme, J.L.",True,,
,"0155",34,,748355,2,,"D","Why do women participate in the English cervical cancer screening programme?","26(2)"," 306-325","Journal of Health Economics",,"0167-6296",2007-Mar-01,,,"10.1016/j.jhealeco.2006.08.007",,,,False,0,"Philips, Z.",False,"Avis, M.",False,,
,"0155",34,,748355,3,,"D","Testing the construct validity of willingness to pay valuations using objective information about risk and health benefit","15(2)","195-204","Health Economics",,"1099-1050",2006-Feb-01,,,"10.1002/hec.1054",,,,False,0,"Philips, Z.",False,"Avis, M.",False,,
,"0155",34,,748355,4,,"D","Evidence of range bias in contingent valuation payment scales","13(2)","183-190","Health Economics",,"1099-1050",2004-Feb-01,,,"10.1002/hec.809",,,,False,0,"Frew, E.",False,"Wolstenholme, J.L.",True,,
,"0155",34,,748264,3,,"D","Financial factors and exporting decisions","73(2)","377-395","Journal of International Economics",,"0022-1996",2007-Nov-01,,"http://dx.doi.org/10.1016/j.jinteco.2007.04.002","10.1016/j.jinteco.2007.04.002",,,,False,0,"Greenaway, D.",False,"Kneller, R.",False,,
,"0155",34,,748349,3,,"D","Trade and the distribution of human capital","73(2)","421-433","Journal of International Economics",,"0022-1996",2007-Nov-01,,"http://dx.doi/10.1016/j.jinteco.2007.03.002","10.1016/j.jinteco.2007.03.002",,,,False,0,"Riezman, R.",True,,,,
,"0155",34,,748347,1,,"D","Demand aggregation and the weak axiom of stochastic revealed preference","107(2)","483-489","Journal of Economic Theory",,"0022-0531",2002-Dec-01,,,"10.1006/jeth.2001.2948",,,,False,0,"Bandyopadhyay, T.",True,"Pattanaik, P.K.",True,,
,"0155",34,,748347,2,,"D","Regular choice and the weak axiom of stochastic revealed preference","31(1)","35-50","Economic Theory",,"1432-0479",2007-Apr-01,,,"10.1007/s00199-005-0074-2",,,,False,0,"Pattanaik, P.",True,,,,
,"0155",34,,748347,3,,"D","Community and class antagonism","91(9)","1816-1842","Journal of Public Economics",,"0047-2727",2007-Sep-01,,"http://dx.doi.org/10.1016/j.jpubeco.2007.03.004","10.1016/j.jpubeco.2007.03.004",,,,False,0,"Kanbur, R.",True,,,,
,"0155",34,,748347,4,,"D","Consistent firm choice and the theory of supply","26(1)","167-175","Economic Theory",,"1432-0479",2005-Jul-01,,,"10.1007/s00199-004-0526-0",,,,False,0,,,,,,
,"0155",34,,748248,1,,"D","The impact of terms of trade and real exchange rate volatility on investment and growth in sub-Saharan Africa","65(2)","491-500","Journal of Development Economics",,"0304-3878",2001-Aug-01,,,"10.1016/S0304-3878(01)00147-X",,,,False,0,"Bleaney, M.",False,,,,
,"0155",34,,748248,2,,"D","Intra-industry trade with multinational firms","51(8)","1959-1984","European Economic Review",,"1873-572X",2007-Nov-01,,"http://dx.doi.org/10.1016/j.euroecorev.2007.01.004","10.1016/j.euroecorev.2007.01.004",,,,False,0,"Egger, H.",True,"Egger, P.",True,,
,"0155",34,,748248,3,,"H","Surviving globalisation. <b>Journal of International Economics</b>",,,"Elsevier",,"0022-1996",2007-Sep-28,,"http://dx.doi.org/10.1016/j.jinteco.2007.08.005","10.1016/j.jinteco.2007.08.005",,,,False,0,"Gullstrand, J",True,"Kneller, R.",False,,
,"0155",34,,748248,4,,"H","The trade structure effects of endogenous regional trade agreements. <b>Journal of International Economics</b>",,,"Elsevier",,"0022-1996",2007-Sep-01,,"http://dx.doi.org/10.1016/j.jinteco.2007.06.004","10.1016/j.jinteco.2007.06.004",,,,False,0,"Egger, H.",True,"Egger, P.",True,,
,"0155",34,,748255,1,,"D","The productivity and wage effects of foreign acquisition in the United Kingdom.","50(1)","85-102","Journal of Industrial Economics",,"1467-6451",2002-Mar-01,,,,,,,False,0,"Conyon, M.J.",True,"Girma, S.",False,"Thompson, S.",False
,"0155",34,,748255,2,,"D","The impact of merger activity on executive pay in the United Kingdom","73(290)","321-339","Economica",,"1468-0335",2006-May-01,,,"10.1111/j.1648-0335.2006.00513.x",,,,False,0,"Girma, S.",False,"Thompson, S.",False,,
,"0155",34,,748255,3,,"D","Do wages rise or fall following merger?","65(5)","847-862","Oxford Bulletin of Economics and Statistics",,"1468-0084",2004-Dec-01,,"http://dx.doi.org/10.1111/j.1468-0084.2004.104_1.x","10.1111/j.1468-0084.2004.104_1.x",,,,False,0,"Girma, S.",False,"Thompson, S.",False,"Conyon, M.J.",True
,"0155",34,,748255,4,,"D","Market size and economic integration when labor markets are unionized","11(3)","483-494","Review of International Economics",,"0965-7576",2003-Aug-01,,,"10.1111/1467-9396.00397",,,,False,0,"Hine, R. C.",False,"Piperakis, A. S.",False,,
,"0155",34,,748261,1,,"D","Globalisation and factor returns in competitive markets","66(1)","233-248","Journal of International Economics",,"0022-1996",2005-May-01,,,"10.1016/j.jinteco.2004.04.004",,,,False,0,"Kreickemeier, U.",False,,,,
,"0155",34,,748261,2,,"D","Imports, exports, knowledge spillovers and growth","85(2)","209-213","Economics Letters",,"0165-1765",2004-Nov-01,,,"10.1016/j.econlet.2004.04.007",,,,False,0,"Foster, N.",True,"Greenaway, D.",False,,
,"0155",34,,748261,3,,"D","Market size and antidumping in duopolistic competition","22(3)","771-786","European Journal of Political Economy",,"0176-2680",2006-Sep-01,,,"10.1016/j.ejpoleco.2005.07.003",,,,False,0,"Wittayarungruangsri, S.",False,,,,
,"0155",34,,748261,4,,"D","Intellectual property rights and economic growth","10(4)","700-719","Review of Development Economics",,"1467-9361",2006-Nov-01,,,"10.1111/j.1467-9361.2006.00343.x",,,,False,0,"Foster, N.",True,"Greenaway, D.",False,,
,"0155",34,,748346,1,,"D","Endogenous business cycles and systematic stabilization policy","44(3)","895-915","International Economic Review",,"1468-2354",2003-Aug-01,,,"10.1111/1468-2354.t01-1-00093",,,,False,0,"Lloyd-Braga, T.",True,"Whitta-Jacobsen, H.J.",True,,
,"0155",34,,748346,2,,"H","Growth and welfare effects of stabilizing innovation cycles. <b>Journal of Macroeconomics</b>",,,"Elsevier",,"0164-0704",2007-Apr-01,,"http://dx.doi.org/10.1016/j.jmacro.2006.05.001","10.1016/j.jmacro.2006.05.001",,,,False,0,"Lasselle L.",True,,,,
,"0155",34,,748346,3,,"H","Unions and globalisation. <b>Research paper series / Leverhulme Centre for Research on Globalisation and Economic Policy</b>, 07/20",,,"Leverhulme Centre for Globalisation and Economic Policy",,,2007-May-01,,"http://www.gep.org.uk/shared/shared_levpublications/Research_Papers/2007/07_20.pdf",,,,,False,0,"Leite-Monteiro, M.",True,"Lloyd-Braga, T.",True,,
,"0155",34,,748346,4,,"H","National labour markets, international factor mobility and macroeconomic instability. <b>Discussion Paper DP6015</b>",,,"Centre for Economic Policy Research",,"0265-8003",2006-Sep-01,,"http://www.cepr.org/pubs/dps/DP6015.asp",,,,,False,0,"Lloyd-Braga, T.",True,,,,
,"0155",34,,748292,1,,"D","An empirical assessment of the comparative advantage gains from trade: evidence from Japan","95(1)","208-225","American Economic Review",,"0002-8282",2005-Mar-01,,,"10.1257/0002828053828491",,,,False,0,"Brown, J.C.",True,,,,
,"0155",34,,748292,2,,"D","A direct test of the theory of comparative advantage: the case of Japan","112(1)","48-67","Journal of Political Economy",,"0022-3808",2004-Feb-01,,,"10.1086/379944",,,,False,0,"Brown, J.C.",True,,,,
,"0155",34,,748292,3,,"D","Product differentiation, competition, and international trade","34(4)","1010-1023","Canadian Journal of Economics",,"1540-5982",2001-Nov-01,,,"10.1111/0008-4085.00110",,,,False,0,,,,,,
,"0155",34,,748292,4,,"D","The empirics of comparative advantage: overcoming the tyranny of nonrefutability","13(5)","1017-1023","Review of International Economics",,"1467-9396",2005-Nov-01,,,"10.1111/j.1467-9396.2005.00553.x",,,,False,0,,,,,,
,"0155",34,,748295,1,,"D","Testing explanations of preference reversal","114(497)","709-726","Economic Journal",,"1468-0297",2004-Jul-01,,,"10.1111/j.1468-0297.2004.00238.x",,,,False,0,"Starmer, C.",False,"Munro, A.",True,,
,"0155",34,,748295,2,,"D","Dynamic decision-making under uncertainty: an experimental investigation of choices between accumulator gambles","22(2)","103-128","Journal of Risk and Uncertainty",,"1573-0476",2001-Mar-01,,,"10.1023/A:1011105524935",,,,False,0,"Sugden, R.",True,,,,
,"0155",34,,748295,3,,"D","Can intertemporal choice experiments elicit time preferences for consumption?","10(4)","369-389","Experimental Economics",,"1573-6938",2007-Dec-01,,"http://dx.doi.org/10.1007/s10683-006-9140-2","10.1007/s10683-006-9140-2",,,,False,0,"Read, D.",True,,,,
,"0155",34,,748295,4,,"D","On money pumps","37(1)","121-160","Games and Economic Behavior ",,"0899-8256",2001-Oct-01,,,"10.1006/game.2000.0834",,,,False,0,"Sugden, R.",True,,,,
,"0155",34,,748263,1,,"D","Local public goods, inter-regional transfers and private information","46(2)","329-356","European Economic Review",,"0014-2921",2002-Feb-01,,,"10.1016/S0014-2921(01)00142-8",,,,False,0,"Silva, E.C.D.",True,,,,
,"0155",34,,748263,2,,"D","An ideal Kyoto protocol: emissions trading, redistributive transfers and global participation","55(2)","216-234","Oxford Economic Papers",,"1464-3812",2003-Apr-01,,,"10.1093/oep/55.2.216",,,,False,0,"Caplan, A.J.",True,"Silva, E.C.D.",True,,
,"0155",34,,748263,3,,"D","Asymmetric contests with general technologies","26(4)","923-946","Economic Theory",,"1432-0479",2005-Nov-01,,,"10.1007/s00199-004-0566-5",,,,False,0,"Hartley, R.",True,,,,
